filename,subject,q1,q2,q3,q4,mora,word,initial_tone,final_tone,accented_mora,mora_dur,mora_int,mora_f0_max,word_dur,word_int,word_f0_range
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,ke,moosiwakearimasendesita,%L,L%,se,0.14145119188829014,58.754738413046745,118.07321628346484,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,a,moosiwakearimasendesita,%L,L%,se,0.038673769037263606,62.459078704661465,109.13517027505259,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,ri,moosiwakearimasendesita,%L,L%,se,0.06265150584036694,56.407915031030306,114.94651932944387,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,ma,moosiwakearimasendesita,%L,L%,se,0.10582918980152178,56.596860549435746,107.88212973376818,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,se,moosiwakearimasendesita,%L,L%,se,0.15160117462607325,54.577833746737554,116.07974846527705,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,n,moosiwakearimasendesita,%L,L%,se,0.05336980127142388,50.78103047437209,99.99524011978133,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,de,moosiwakearimasendesita,%L,L%,se,0.09513747183166843,50.19917759933597,97.17627720646655,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,si,moosiwakearimasendesita,%L,L%,se,0.09491626532611508,57.17535932707118,591.1310214535429,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q007_T17_32_09,P20211210_16_46,92,96,18,1,ta,moosiwakearimasendesita,%L,L%,se,0.1740319606676859,52.350558841045476,588.6370330788095,1.1961134673587066,56.51196135810535,509.75671997034635
P20211210_16_46_Q010_T18_01_24,P20211210_16_46,39,85,16,1,mo,moosiwakearimasendesita,%L,L%,se,0.08989504480231925,55.76301026247039,138.95756126848877,1.072040774831827,63.99496338960481,63.78870833509653
P20211210_16_46_Q010_T18_01_24,P20211210_16_46,39,85,16,1,o,moosiwakearimasendesita,%L,L%,se,0.03595801792092779,59.03059453537019,140.68629576482766,1.072040774831827,63.99496338960481,63.78870833509653
P20211210_16_46_Q010_T18_01_24,P20211210_16_46,39,85,16,1,si,moosiwakearimasendesita,%L,L%,se,0.09970177696257243,62.175883225525524,157.85966989903343,1.072040774831827,63.99496338960481,63.78870833509653
